area,buildtime,room_num,hall_num,floor,dire,exemption of business tax,exemption of double tax,quality education,distance,loc,price
97.82,2002,2,2,3,1,0,0,1,200,133,107340
51.8,2004,2,0,2,2,0,1,1,5000,65,44402
87,2016,3,2,3,2,0,1,0,5000,7,9195
302,2000,3,2,3,1,1,0,0,783,25,149007
103.69,1999,3,2,1,2,0,1,0,1003,34,51885
60.48,1993,2,1,1,1,0,1,0,236,106,117394
47.2,1993,1,1,2,1,0,1,1,434,51,80508
89.98,2006,3,1,3,2,1,0,1,5000,151,17559
132,2003,3,2,3,2,0,1,0,5000,101,31818
60.8,2004,2,1,2,1,0,1,1,5000,65,46053
136,2007,3,2,3,2,0,0,1,5000,54,72059
46.47,1982,2,0,1,1,0,1,1,1105,2,52722
39.8,1990,1,1,1,1,0,1,0,5000,11,59045
300,2010,4,2,1,3,0,1,0,694,25,166667
88,2016,3,2,3,2,0,1,1,5000,39,30682
55,1993,2,1,1,1,0,1,1,976,99,40909
54.56,1995,1,1,2,1,0,0,1,897,62,41789
59.41,1994,2,1,1,1,0,0,0,788,120,51843
80.98,2012,1,2,1,1,0,1,0,887,51,79032
125,2011,3,2,2,2,0,1,1,512,60,34400
154.8,2017,3,2,2,1,0,1,0,849,104,83979
127.5,2009,3,2,1,2,0,0,0,5000,52,30196
114.66,2003,3,2,2,2,0,1,0,1049,33,35322
99.3,2008,2,2,2,1,1,0,1,5000,89,104532
95.86,1998,2,2,3,1,0,0,1,468,112,31817
88,2012,2,2,1,2,0,1,1,5000,23,38636
126.21,2001,3,1,3,1,0,1,1,737,41,48174
88,2015,2,2,3,2,0,0,0,5000,29,23864
131.66,2004,3,2,2,1,0,0,1,5000,5,62282
102,2005,2,2,1,1,0,1,1,446,34,44118
75.6,2004,2,1,2,6,0,1,0,846,99,55556
186.75,2006,3,2,2,1,1,0,1,439,13,139224
138,2008,3,2,2,2,0,1,0,285,51,91304
89.2,2010,3,2,2,2,0,1,0,5000,12,40359
339.38,2002,3,2,2,3,0,1,0,995,25,79557
106,2005,2,2,2,1,0,0,0,5000,36,39623
111.7,1999,3,1,3,1,0,1,1,5000,35,44763
66.6,2013,1,2,3,2,0,1,1,5000,61,45796
257.98,2002,3,2,1,3,0,1,0,989,25,96519
96.9,1998,3,1,2,1,0,1,0,488,37,65015
107.9,2008,2,2,2,2,0,1,1,142,13,98239
72,2016,2,2,3,2,0,1,0,5000,36,33056
235.5,2008,4,4,3,2,0,0,0,330,131,82166
58,1995,2,1,3,2,0,1,1,327,44,45690
213,2004,4,2,1,1,0,1,1,1086,79,107042
95.8,2006,2,2,3,1,0,1,1,487,54,67850
68.1,2014,2,2,3,2,1,0,0,5000,33,29075
35.55,1996,1,1,3,1,0,1,0,539,37,55696
76,2010,2,2,2,5,0,0,1,5000,61,32895
114,2008,3,2,2,5,0,1,1,5000,61,35965
89,2010,4,2,3,2,1,0,1,5000,102,39551
38,1993,1,1,2,2,1,0,1,554,26,47368
151.59,2013,3,2,3,1,1,0,0,686,1,76852
75.56,2013,2,1,2,2,1,0,1,5000,22,28454
45,1995,2,1,3,1,1,0,1,327,44,50000
55.4,1997,2,1,3,1,0,1,0,645,135,40614
89,2012,3,2,1,2,0,1,0,154,96,27753
95.4,2003,3,2,2,2,0,1,0,803,92,60273
78.1,2009,2,2,1,2,0,1,1,5000,39,23047
89,2006,2,2,2,2,0,1,0,5000,57,28652
64.48,1996,2,1,3,1,0,0,0,972,116,54280
86,2015,2,2,3,2,1,0,1,5000,9,31977
115.23,2002,3,2,2,1,0,1,1,472,41,64219
59.27,2004,1,2,2,2,0,1,1,431,142,53990
70,1995,2,1,1,2,0,1,0,5000,59,33571
66.45,1995,2,1,1,1,0,0,0,501,116,63205
51.86,1995,2,1,3,2,0,1,1,1112,49,55534
125.96,2004,4,2,3,1,1,0,1,5000,43,26993
63.22,1996,2,1,3,2,0,1,1,5000,37,58526
40.9,1995,1,1,2,1,0,1,0,464,44,47677
69,2013,1,2,1,2,0,1,0,5000,33,25362
120.88,2015,3,2,3,2,0,0,0,323,48,77598
100,1997,3,1,2,1,0,1,1,5000,112,21450
339.98,2005,3,2,1,1,1,0,0,977,25,132331
53.6,1989,2,1,2,2,0,1,0,813,109,26119
52.6,1995,2,1,1,1,0,1,1,571,42,61027
223.23,2017,4,2,2,2,0,0,0,388,106,134391
103,2015,3,2,3,2,0,1,0,5000,36,39806
302,2002,3,2,1,7,1,0,0,783,25,109272
67.4,2014,2,1,2,1,0,1,1,643,12,40059
84.58,1994,2,2,1,2,1,0,1,5000,43,24829
47.17,1993,2,1,2,1,0,1,1,461,125,56180
92.49,2006,2,2,2,2,0,1,0,991,33,33517
150.3,2002,3,2,3,1,0,1,1,381,6,65203
53,1994,2,1,2,1,1,0,0,5000,29,17925
54.53,2005,1,1,2,9,0,1,1,551,9,40345
94.5,2015,3,2,3,2,1,0,0,5000,81,38095
43.7,1994,1,1,1,1,0,0,1,280,42,56064
35,1988,1,1,1,1,0,1,1,555,84,125143
78,1994,2,1,3,1,0,0,0,793,127,41667
123.66,2003,3,2,2,2,0,1,0,5000,26,62834
72.03,1996,2,2,3,1,0,1,1,254,41,54977
88.6,2012,2,2,1,2,0,1,0,1044,17,84650
72,2006,2,2,2,2,0,1,1,5000,61,33333
51,2002,1,2,3,1,0,1,1,5000,45,41765
49.3,2006,1,1,1,1,0,0,0,825,67,60446
95.61,2011,2,2,1,1,1,0,0,147,135,87857
81.31,1998,2,1,2,5,0,1,1,463,37,47350
75,1990,2,2,1,5,0,0,0,5000,36,34667
89,2013,2,2,2,1,0,1,0,5000,10,29101
50.3,1986,2,1,3,1,0,1,0,427,25,83499
70,2014,2,2,3,2,0,1,0,980,32,31857
75.54,2003,2,1,1,2,0,1,1,5000,99,44347
91.7,1994,3,1,3,1,0,0,1,1066,112,33806
77,2015,2,2,2,2,1,0,0,5000,58,20260
100,2010,3,2,3,2,0,1,0,1156,30,50000
84,2011,2,2,3,1,1,0,1,684,49,83929
80.6,2014,2,2,2,1,0,1,0,5000,33,27047
80.2,2015,2,1,2,2,0,1,0,5000,33,25561
85,1998,3,1,2,1,0,1,1,5000,103,32941
55.9,2011,1,2,2,1,0,1,0,5000,33,28623
86.7,2000,2,1,2,1,0,1,1,802,48,54210
66,2012,1,2,2,1,1,0,1,654,101,38788
378,1936,4,2,3,2,1,0,0,598,93,208677
162.43,2015,3,2,2,2,0,1,0,425,131,97273
65,2016,2,2,3,1,0,1,0,5000,3,12385
90.8,2012,2,2,2,2,0,1,1,5000,18,24119
47.5,1998,1,1,3,1,0,1,0,961,42,94737
102,2008,2,2,3,1,0,1,1,5000,89,102451
75,1994,3,1,2,1,1,0,1,280,42,49067
65.15,1998,2,1,2,2,0,0,0,140,26,56025
103.8,2016,3,2,2,2,1,0,1,5000,61,37380
155,2004,3,2,1,1,0,1,1,459,104,96774
132.29,2002,3,2,2,1,1,0,1,1051,112,37040
118,2005,3,2,2,2,0,1,1,5000,23,20763
286,2016,3,2,2,2,1,0,1,225,46,146853
99.69,2016,1,2,2,1,0,1,0,5000,63,65202
71,2005,2,2,3,2,0,1,1,307,54,42958
62,2006,1,1,1,1,0,1,1,5000,5,64355
78,2003,3,2,3,1,0,1,1,573,14,57692
85.9,2008,2,2,1,1,0,1,1,5000,61,33527
115,2004,3,2,2,2,1,0,1,374,54,57217
115.4,2017,2,2,2,1,1,0,0,839,91,82322
126.4,2005,3,2,1,1,0,1,0,450,41,75949
96,2009,2,2,3,1,0,1,1,449,169,55208
54.2,2008,1,1,3,1,0,1,1,5000,39,23985
66.71,2007,1,2,2,1,0,0,1,562,34,76450
89.5,2011,1,1,2,1,0,1,1,5000,94,56983
88.2,2010,3,2,2,2,0,1,0,5000,9,42517
58.7,1982,2,1,1,1,0,1,1,239,103,36116
35,2013,2,2,2,1,0,1,0,289,107,34286
92.9,2012,2,2,1,1,0,1,0,5000,52,30140
90.49,2006,2,2,2,8,0,0,1,5000,123,34258
37,2009,1,0,2,1,0,1,1,928,31,47297
94,2015,2,2,1,2,0,1,1,5000,61,40426
94.8,2015,2,2,2,1,0,1,1,956,12,33755
47,1989,2,1,3,1,0,1,1,555,84,114468
90.2,2008,2,2,2,2,0,1,1,5000,80,53880
77,2010,3,2,2,2,0,1,0,432,150,57143
33.12,1989,1,1,3,1,0,1,0,526,71,49819
103.89,2014,3,2,1,1,1,0,1,643,12,41871
81.59,1994,2,1,3,5,0,0,1,840,127,49026
82.32,2007,2,2,3,2,0,1,0,1148,36,30151
101.01,2005,2,2,1,2,1,0,0,922,41,60390
45,1995,1,1,2,1,0,1,0,704,142,50000
92,2011,2,2,2,1,1,0,0,681,37,78043
132,2001,3,2,3,2,0,0,1,381,6,70455
68,2017,2,1,2,2,1,0,0,5000,58,19412
85,2009,2,2,1,1,0,1,1,597,74,55059
57.23,2012,1,1,2,2,0,1,1,5000,24,45431
75,2007,2,2,2,2,0,1,0,1148,36,33200
223.06,2017,4,2,3,1,0,0,0,388,106,141218
147,2002,3,2,1,1,0,1,0,799,104,81633
76.27,1999,2,2,2,2,0,0,1,685,109,41301
91,2013,3,2,3,10,0,1,0,5000,61,27105
127.8,2000,3,2,3,2,0,1,0,536,6,71205
78.2,2000,2,1,2,1,0,1,1,632,54,53069
101.88,2009,2,2,1,1,0,1,0,5000,34,47114
108.7,1996,3,2,2,1,0,0,1,5000,80,51978
83,2001,2,1,1,7,0,0,0,437,36,38554
87.81,2007,3,2,1,2,1,0,0,694,51,79718
83.89,1990,2,2,3,1,0,0,0,5000,94,79270
33.53,1995,1,0,3,1,0,1,0,356,131,73069
72,2006,3,2,3,2,1,0,1,860,54,36806
63,2013,1,1,1,1,0,1,1,5000,29,19048
101,2006,2,2,2,2,0,1,1,760,154,49010
69,2010,1,1,3,1,0,1,0,1156,30,50725
71.6,2001,2,2,2,2,0,1,1,346,54,44413
101.2,2013,2,2,2,2,0,1,1,5000,61,39427
72.26,1994,2,1,2,1,1,0,1,670,25,84141
54.58,1975,2,1,2,1,0,1,0,188,121,85196
68.9,2015,2,2,2,2,0,0,1,5000,112,52104
82.39,1994,3,1,1,1,1,0,0,436,69,64328
60.1,1993,3,1,1,1,0,1,1,5000,8,69884
132.7,2003,3,2,1,2,0,1,1,321,42,73851
52.8,2007,1,1,2,1,0,1,1,722,54,57765
47,1996,1,1,3,2,0,1,0,972,116,46809
108,2001,2,2,1,2,0,0,1,711,73,57407
117.11,2006,3,2,1,1,0,1,1,5000,61,41841
90,2012,2,2,3,5,0,0,1,5000,61,42222
57.29,1995,2,1,3,1,0,1,0,752,103,49223
95.12,2004,2,2,3,2,0,1,1,5000,41,78848
107,2005,3,2,2,2,0,1,1,1158,26,42897
74,2013,2,2,1,2,0,1,0,1125,32,30405
125,2012,3,2,1,2,0,1,0,5000,64,24000
150.1,2007,3,2,1,2,0,1,1,762,79,91939
70.1,2014,2,2,1,2,0,1,1,956,12,38516
115,2003,3,2,3,2,0,1,0,1105,71,47826
72,2014,2,2,1,1,0,1,0,980,32,31806
57.92,2005,1,1,2,1,0,1,0,450,41,88052
143,2002,3,2,3,2,0,1,1,1105,77,23077
85.4,2013,2,2,1,2,0,1,0,923,41,60890
50.4,2015,1,1,2,2,0,1,0,5000,22,21825
35.19,1996,1,1,2,1,1,0,0,592,130,22165
52.8,1985,2,1,1,1,0,1,0,495,11,63447
59,1993,2,1,1,1,0,1,1,5000,35,38983
90.77,2006,2,1,2,1,0,1,1,5000,61,43737
69.91,1995,2,1,1,1,0,1,0,436,131,59791
69.4,1996,2,1,3,2,0,1,1,1075,23,25504
42,1995,1,1,1,2,0,1,1,431,44,47143
85,2016,3,2,2,2,0,1,0,5000,90,28941
49.36,1994,2,0,3,2,1,0,1,5000,145,49838
56,2013,1,2,1,1,1,0,0,5000,33,30000
52,2000,1,1,1,1,1,0,0,5000,95,31346
89.26,2011,3,2,2,2,0,1,0,5000,22,31929
129.69,2013,4,2,3,1,1,0,0,886,9,50891
30.7,2017,2,1,3,2,1,0,0,374,134,97720
88,2010,2,2,2,2,1,0,1,5000,39,23295
91.59,2000,2,1,3,2,0,1,0,166,140,74244
70.8,2009,2,1,2,2,1,0,1,938,54,44774
74,2013,1,2,2,1,0,0,1,862,4,80405
136,2007,3,2,3,2,0,0,1,5000,54,72059
56.13,2009,1,1,3,1,0,0,0,5000,59,44183
70,1988,2,1,1,2,1,0,1,842,44,45714
125.78,2002,3,2,2,2,0,1,0,593,78,64398
75.1,2006,2,2,3,1,0,1,0,5000,33,34621
90.18,2009,2,2,1,1,0,1,0,962,10,29718
224,2006,4,2,2,1,1,0,1,762,79,107143
94.01,2013,2,2,2,1,0,1,1,811,33,55845
77.9,2014,2,1,3,1,0,0,0,5000,33,26829
122.94,1998,3,2,3,1,0,1,0,485,130,19115
53,1990,1,2,1,5,0,0,0,5000,36,36792
58.55,1993,2,1,3,1,0,0,1,497,48,74808
75,2011,2,2,3,2,0,1,0,1086,59,36733
87.4,2018,3,2,2,1,0,0,1,5000,20,34554
155.48,2002,3,2,3,2,0,0,1,200,133,101621
80.9,1995,3,1,2,2,0,1,1,642,41,41533
70.7,1997,2,1,1,1,0,1,0,5000,5,39604
68.7,2017,1,1,3,1,1,0,0,5000,58,17176
130.47,1990,2,2,2,1,1,0,1,747,144,63616
87.57,2009,2,2,2,1,0,1,1,5000,167,19984
76.53,2006,2,1,2,1,1,0,1,5000,112,40507
135.64,2004,3,2,1,1,0,1,0,927,78,62297
92.61,2014,3,1,3,2,0,0,0,1105,10,35633
88,2017,3,2,3,1,0,1,0,5000,7,8000
42.21,1992,1,1,1,1,0,1,1,434,51,97133
61.66,2001,2,1,3,2,0,0,0,1191,27,55141
128.27,1999,3,2,2,2,0,0,1,882,71,65097
212.58,2006,3,2,3,1,0,0,1,358,13,84204
105.05,2008,2,2,2,1,0,1,0,857,41,70062
128,2008,3,2,2,2,0,1,1,5000,102,31250
76,2008,2,2,3,1,0,1,1,614,8,82895
106.22,2006,2,2,2,1,0,1,0,477,104,87554
161,2006,3,2,1,2,0,1,1,762,79,103727
72.48,2000,2,1,2,1,0,1,0,394,67,45530
108.13,2007,2,2,3,1,1,0,1,456,50,82123
92,2013,2,2,3,1,0,1,0,154,96,26087
89,2009,3,2,1,2,0,0,0,5000,12,34270
130,2014,3,2,2,1,0,1,0,5000,19,26154
86.4,1997,2,1,3,1,0,1,0,793,112,31829
142.01,2010,3,2,3,1,0,1,1,1183,85,41546
53.4,2008,1,2,2,1,0,0,1,5000,160,45880
64,2007,1,2,3,2,0,1,1,5000,23,22656
97.6,2008,3,2,3,1,0,1,1,5000,61,37705
80.15,2005,2,1,3,1,1,0,1,5000,5,70867
49.1,1985,2,1,3,1,1,0,0,400,170,114053
79.82,2011,2,2,3,1,0,1,0,5000,9,44851
158.6,2000,3,2,1,2,0,1,1,657,79,79760
95,2005,2,2,2,2,0,1,1,598,44,57895
46.19,1996,1,1,3,2,0,1,1,724,42,50877
93.6,2006,2,2,2,2,0,1,1,5000,9,33654
52,1986,2,2,3,2,1,0,1,851,44,46731
45.19,1995,1,1,2,1,1,0,1,918,99,48683
78.1,2014,2,1,2,1,0,1,1,863,19,24328
134.1,2002,3,2,2,1,0,1,0,514,131,82028
40.11,1994,1,1,3,1,1,0,1,377,41,71055
76,2002,2,2,2,1,0,1,0,5000,71,50000
109.2,2015,3,2,3,1,0,1,0,5000,81,38462
100.3,2005,1,2,3,1,0,1,0,652,148,83549
175,2000,4,2,2,2,0,1,1,326,6,68571
137,1996,3,2,2,2,0,1,1,345,6,45985
67.38,1994,2,1,3,2,0,0,1,5000,145,48234
54.5,1995,1,1,3,1,0,1,1,943,48,60550
157,2018,5,3,1,1,0,1,0,933,103,71338
111.4,1999,2,2,3,1,0,1,0,387,21,50269
90.8,1995,3,1,3,2,0,1,0,795,27,61674
184.39,2016,4,2,3,2,0,0,0,849,104,86773
89,2001,2,2,1,1,0,1,1,342,35,43258
61.76,1995,2,1,2,1,0,1,1,435,42,59100
87,2005,2,2,1,2,0,1,0,5000,102,35632
102.1,1994,3,2,2,1,0,0,1,840,127,50930
89,1998,3,1,2,1,0,1,0,374,99,42135
89,2009,3,2,2,1,0,1,1,5000,39,25843
54.83,2005,1,1,3,1,0,1,0,923,117,76600
83,2010,2,2,3,1,0,1,1,5000,39,31325
93.83,2003,2,1,2,8,0,0,1,459,104,117233
62.83,1995,2,1,2,1,0,1,0,5000,10,20691
71,1992,3,1,2,2,0,1,0,304,113,43380
139.15,2008,3,2,2,2,0,0,0,5000,36,48868
69,2013,2,1,3,2,0,1,0,5000,32,28261
29,2010,2,2,3,1,0,1,1,800,66,25862
45.8,2006,1,1,2,1,0,1,1,706,108,39301
142.08,1996,3,2,2,3,0,0,1,909,131,64048
339.98,2005,3,2,1,1,1,0,0,977,25,132331
280.96,2013,4,2,3,2,1,0,0,978,25,176146
66.5,2009,2,1,1,1,0,1,1,1085,22,29323
120,2005,3,2,2,2,0,0,1,528,48,73333
76,2014,2,2,2,2,1,0,0,283,70,28750
152,2005,3,2,3,1,0,1,0,5000,108,35395
55.3,2008,1,1,3,1,0,0,1,642,9,47559
64.7,2002,2,2,2,1,0,1,1,5000,37,45286
351.78,2006,3,2,3,1,0,1,0,977,25,119109
96,2007,3,2,3,2,0,1,0,1104,54,47917
64.82,1995,2,1,3,1,1,0,1,719,99,42425
75,1996,3,1,2,1,0,1,1,5000,10,18480
57,1994,2,1,3,1,0,1,1,570,8,51754
73,1997,2,2,3,2,0,1,0,5000,71,49315
145,2001,3,2,2,1,0,1,1,5000,34,57586
56,1995,2,1,2,2,0,1,1,745,8,64286
81.9,2015,2,2,2,1,0,1,1,5000,12,36630
90.26,2003,2,2,1,1,0,1,1,5000,37,64259
34.2,1988,1,0,1,1,0,1,1,842,44,45322
87.53,2011,3,2,3,2,1,0,0,5000,68,22849
53.56,2014,1,1,3,1,1,0,0,5000,57,29873
95,2005,2,2,2,2,0,0,1,5000,61,38947
90,2000,2,2,2,1,0,0,1,5000,10,22111
144,2016,3,2,3,2,0,0,1,5000,61,43056
121.56,2001,3,2,3,2,0,1,1,5000,94,55939
89,2014,2,2,3,2,0,0,0,920,36,35955
131,2006,3,2,2,2,0,1,0,5000,57,26718
88,2017,2,2,2,1,0,0,0,5000,112,29318
93,2014,2,2,3,2,0,1,0,5000,160,39570
51.5,1989,2,1,2,1,0,1,1,401,44,49515
37,2014,1,1,2,1,0,0,1,5000,80,81081
144,2002,3,2,2,2,0,1,1,856,21,61111
126.9,2003,3,2,3,2,0,1,1,584,84,104019
69.34,1996,2,1,1,1,0,1,1,454,99,46582
232,2002,4,2,2,1,0,1,0,989,25,103664
163.6,2016,3,2,2,2,1,0,0,704,84,84841
131.9,2014,3,2,2,2,0,1,1,5000,61,42077
237.78,2007,3,2,3,1,1,0,1,232,13,168223
188.24,2008,4,2,2,2,0,1,0,474,17,71717
168,2009,4,2,2,2,0,1,1,487,54,71429
75,2017,3,2,3,2,0,1,0,5000,7,8267
78,2007,2,2,2,2,0,1,0,5000,101,28846
65.97,1997,2,2,2,1,0,1,1,340,120,60482
89,2012,2,2,2,2,0,1,1,5000,77,32584
65.78,2011,2,2,1,1,0,1,1,653,37,53208
112,2018,4,2,1,1,0,1,0,5000,7,8571
124.9,2003,3,2,3,2,0,1,0,477,104,78463
66,2008,1,2,2,1,0,1,0,734,74,65152
91,1999,2,2,2,1,0,1,1,5000,162,24176
59,2012,1,1,3,2,1,0,1,938,54,45085
56.78,1994,2,1,3,1,0,1,0,677,54,53892
78,2017,3,2,3,2,0,1,0,5000,3,9231
65,1998,2,1,2,2,0,1,0,182,89,76154
94.8,2000,3,2,3,1,0,0,1,908,127,62025
136,1999,3,2,3,2,0,1,1,575,118,71029
66.17,1995,2,1,2,1,0,1,1,1157,42,49116
97,2016,2,2,2,2,0,1,0,5000,36,39278
132.44,2009,3,2,2,2,0,0,1,654,101,40396
75.32,1999,2,1,2,2,0,1,1,512,42,76341
69,2012,2,1,1,2,0,1,1,5000,68,21739
93.83,2015,2,2,1,2,0,1,0,5000,33,26537
73,2012,2,2,2,1,0,1,0,5000,132,41096
98,2002,3,2,2,2,0,1,1,887,66,28878
224,2006,4,2,2,1,0,1,1,762,79,107143
89.32,2016,2,2,2,1,0,0,0,5000,51,87326
103,2001,3,2,3,2,0,0,1,5000,61,31068
77.6,2015,2,2,1,1,0,1,1,402,19,34407
90.41,1999,2,2,3,1,0,1,1,801,8,89592
53,1991,2,0,3,1,0,1,0,809,27,47170
218,2004,4,2,1,2,0,1,1,1086,79,103211
96.25,2006,2,2,1,1,1,0,0,743,54,58701
100.5,2010,3,2,1,2,0,1,1,5000,61,32836
93.82,2016,3,2,2,2,0,1,1,776,89,74504
68.9,2014,2,2,1,2,1,0,0,925,22,25399
83.33,1993,3,1,3,1,1,0,1,435,42,54602
126.54,2012,3,2,3,2,0,1,0,5000,59,42674
118,2005,3,2,2,2,0,1,1,5000,41,59322
113,2006,3,2,2,1,0,1,1,918,54,35398
108.77,2014,3,2,1,2,0,0,1,643,12,42291
166,2008,4,2,3,2,1,0,1,554,54,62048
103.4,2006,2,2,3,2,0,1,1,760,154,48356
40,1996,1,1,3,2,0,1,1,724,42,50000
88,2009,2,2,1,1,0,1,1,5000,1,40341
98,2003,2,2,2,1,0,1,1,368,42,75510
182,2017,3,2,3,2,1,0,1,407,104,129121
142,2006,3,2,2,2,0,1,0,474,17,67606
60.93,1996,2,1,3,2,0,1,0,438,24,42836
56.26,2014,1,1,3,1,1,0,0,1197,23,26840
80.13,2010,3,2,3,2,1,0,0,813,61,37190
87.6,2014,3,2,1,2,1,0,1,607,96,29680
72.18,2017,2,2,2,2,0,1,0,5000,3,15655
113,2000,2,2,3,2,0,1,0,639,69,50442
130,2010,3,2,3,2,0,1,1,5000,39,27692
42,2014,2,2,3,2,0,1,1,88,10,22262
94,2006,2,2,1,2,1,0,1,5000,147,18617
23.99,2002,1,0,2,9,0,1,1,583,125,74614
97.22,2006,3,2,1,2,0,1,1,5000,61,44230
79.4,2014,2,2,3,1,1,0,0,5000,33,25819
147.3,2008,4,2,1,2,0,1,1,763,54,54311
94.4,2004,2,2,1,2,0,1,1,446,34,52119
20,1998,2,1,1,1,0,1,0,987,109,40000
114.1,2005,2,2,3,2,1,0,1,474,30,55215
74,2014,2,2,1,2,1,0,0,1180,144,39189
130.8,2003,3,2,1,2,0,1,1,381,6,64985
88.2,2004,2,2,3,2,0,1,0,5000,34,45351
43.6,1991,1,1,2,1,0,1,1,5000,71,37385
54.45,1992,2,0,3,1,0,1,1,453,26,48118
75,2011,2,1,2,1,0,1,0,5000,33,26533
210.56,2004,3,2,3,2,0,1,0,977,25,118731
49.56,1995,1,1,3,1,0,1,0,671,116,56295
91.6,2000,2,2,2,2,0,1,0,389,6,68777
170.23,2012,3,2,3,1,0,1,0,388,106,110909
55,1990,1,1,2,2,0,0,1,5000,61,49091
136.88,2003,3,2,2,1,0,1,1,486,152,62098
178,2009,4,2,3,2,0,1,1,487,54,70225
95,2001,2,1,2,1,0,1,0,5000,26,46316
218,2004,4,2,1,3,0,1,1,1086,79,103211
160,2004,2,2,2,9,1,0,0,977,25,111875
145.35,2006,3,2,3,2,0,1,0,1088,78,58480
33,1996,1,1,2,1,0,1,1,968,27,48485
73,2007,2,1,2,2,0,1,0,754,54,50000
85,2016,3,2,2,2,1,0,0,5000,90,24235
76,2009,2,2,1,2,0,0,0,1130,36,38816
105.96,2000,2,2,3,1,0,0,0,875,17,76444
40.9,1995,1,1,2,1,0,1,0,464,44,47677
120.92,2002,3,2,3,2,1,0,0,464,110,88488
237.13,2010,3,2,2,2,0,1,1,232,13,147598
81.58,2014,3,1,3,1,1,0,0,5000,33,25742
128.59,2000,3,2,3,5,0,0,0,402,34,50548
36.62,1990,1,1,3,1,0,1,1,384,2,46423
8,1998,1,1,2,1,0,1,0,648,142,57000
96.4,2013,3,2,2,2,1,0,1,719,19,34751
144.6,2001,3,2,2,2,0,1,1,433,44,62102
41,2014,2,1,3,2,0,1,1,730,66,24146
111,2000,2,2,2,1,0,1,1,1184,99,41441
88,2010,3,2,3,2,0,1,0,517,14,76136
98,2004,2,2,2,2,0,1,1,5000,53,66327
85.69,2006,2,2,2,2,0,1,0,825,67,57183
76,2001,2,1,1,1,0,0,1,5000,61,38158
166.4,2017,3,2,1,1,0,1,1,790,122,96034
60.9,1989,2,1,2,1,0,0,1,720,8,53366
90.02,2012,2,2,3,1,0,1,0,5000,33,30549
35,2004,1,1,3,7,0,1,1,683,28,110857
102,2006,2,2,3,2,0,1,0,5000,52,36078
80.5,1995,2,1,2,1,0,1,1,897,62,41615
241,2003,4,2,1,5,0,1,0,989,25,103734
55.66,2009,1,1,2,1,0,0,0,5000,59,45275
89.9,2008,2,2,1,2,0,1,0,5000,52,37820
97.3,2014,3,1,2,1,1,0,0,5000,33,25488
74.64,1995,3,2,1,1,0,0,1,5000,127,60289
101.85,2008,2,2,1,2,0,1,1,554,54,66274
57,2001,2,1,1,2,0,0,1,1126,21,68947
52,1993,1,2,3,1,0,1,1,453,26,43846
126,2014,3,2,1,2,0,1,1,5000,29,27778
132.02,2005,3,2,3,1,0,1,1,183,121,87108
111.28,1999,2,2,2,1,0,0,0,582,121,83124
82.96,2009,2,1,1,1,0,1,1,554,54,59065
56,2001,1,1,2,3,0,0,0,5000,61,27857
158.6,2004,3,2,3,2,1,0,0,353,27,63052
239.64,2010,4,2,2,2,0,1,1,770,55,93891
94,2014,3,2,3,2,0,1,1,643,12,42447
92,1997,2,2,2,1,0,1,1,5000,35,41087
151.23,2005,3,2,2,1,0,1,1,387,41,79349
76.7,2014,2,1,1,2,0,1,1,5000,33,27119
101.9,2007,3,2,3,2,0,1,1,512,24,63788
92.4,2005,2,2,2,2,0,1,1,5000,5,57900
51.22,2014,1,1,2,1,1,0,0,5000,23,26747
65,1996,2,2,1,2,0,1,0,5000,34,58462
82.4,1997,2,1,3,1,0,1,0,5000,16,23058
80.54,1995,2,1,3,1,0,1,0,697,40,53390
166.1,2010,3,2,3,1,0,1,0,765,82,78266
117,1998,2,2,3,2,0,1,0,457,100,61538
52.04,1995,2,1,2,2,0,1,1,564,8,76864
89,2010,3,2,2,2,0,0,0,5000,90,24157
40.8,1993,1,1,3,1,0,1,1,5000,35,36765
89,2016,2,2,2,2,0,1,1,5000,23,33708
89.98,2003,2,2,2,1,0,1,0,214,51,80018
89.62,2010,3,2,2,2,0,1,1,5000,9,32917
47.67,1980,2,0,2,2,0,1,1,305,109,30417
96,2005,6,3,3,2,0,1,1,426,150,57292
51.82,1993,1,1,2,1,0,0,1,525,122,55963
155.43,2007,3,2,2,1,0,1,0,208,148,128611
91.7,2006,2,2,3,1,0,1,1,799,33,42530
149.83,2010,3,2,3,2,0,1,1,320,11,70079
122,2012,3,2,3,2,1,0,0,883,81,33607
58.55,1993,2,1,3,1,0,0,1,497,48,74808
230.5,2008,4,2,3,2,0,1,1,588,79,123644
54.9,1993,2,1,2,1,0,1,1,359,169,47541
53,2013,1,1,3,2,0,1,0,980,32,33019
54.4,2001,1,1,2,1,0,1,0,5000,61,35294
115.02,2001,3,2,2,1,1,0,0,392,105,82594
137.5,2009,3,2,3,1,0,1,0,5000,81,32727
69.82,2010,2,2,1,8,1,0,0,190,23,40103
96,2014,3,2,2,2,0,1,0,5000,36,30208
68.5,2004,2,1,3,5,0,0,0,1010,131,79562
99.08,2007,2,2,1,1,0,1,0,967,41,61566
310.3,2006,3,2,3,2,0,1,0,977,25,125685
33,1985,1,1,2,1,1,0,1,555,84,120606
110.49,2002,2,2,2,1,0,1,0,799,104,81455
325.73,2008,4,2,1,3,0,1,1,232,13,159641
149,2016,4,2,1,2,0,1,0,5000,62,53691
109,2009,2,2,2,1,1,0,0,335,40,72477
