area,buildtime,room_num,hall_num,floor,dire,exemption of business tax,exemption of double tax,quality education,distance,loc,price
170.57,2005,4,2,1,2,0,1,1,483,40,63317
118.15,2004,3,2,1,10,0,1,0,5000,112,36394
136,2008,3,2,2,1,0,1,1,407,6,51471
33.25,1957,1,1,2,1,0,1,1,593,21,52632
74.6,2013,2,1,2,1,0,1,0,5000,61,31903
61.81,1996,2,1,1,1,0,1,1,367,131,93836
92.9,2006,2,2,2,1,1,0,1,5000,112,32078
135,2000,3,2,3,1,0,1,1,500,126,69630
93.1,2003,2,2,3,1,0,1,0,1163,5,56928
88,2015,3,2,3,2,0,1,1,607,96,29091
96,2002,2,2,1,2,0,1,1,5000,94,59375
89.6,2013,2,2,2,2,0,1,0,412,60,35156
90,2011,4,2,2,2,0,1,0,5000,59,54444
109.09,2004,2,2,2,1,0,1,0,927,78,60317
50.36,1999,1,1,2,1,0,1,0,900,24,57983
103.4,2013,2,2,1,1,1,0,0,1156,30,43520
78.9,1997,2,1,1,1,0,1,0,5000,16,24968
112.77,2007,2,2,2,1,0,0,1,365,86,99317
100.7,2008,2,2,3,2,0,1,1,5000,89,105263
77.45,1994,3,1,3,2,1,0,0,269,127,53583
77.33,2003,2,1,3,2,0,1,1,5000,19,29743
89.4,2009,2,2,2,2,0,1,1,487,54,66890
96,2007,3,2,3,2,0,1,0,1104,54,47917
136,2005,3,2,2,2,0,1,1,1158,26,41250
141.9,2003,3,2,3,2,0,1,1,5000,35,51445
237.13,2010,3,2,3,2,0,1,1,232,13,143381
93,2013,2,2,2,2,0,1,1,5000,61,33333
97,2005,2,2,3,2,0,1,1,5000,41,71340
115,2015,3,2,3,1,0,1,0,5000,58,18174
121,2007,2,2,3,1,0,1,1,142,13,105785
53.9,1999,1,1,3,1,0,1,1,826,105,93692
70.7,2005,2,2,2,1,0,1,1,5000,9,36068
56.53,1995,2,1,3,1,0,0,0,925,52,45639
85,1996,2,2,2,1,0,1,1,5000,10,15176
90,2015,3,2,2,2,0,1,0,5000,10,22222
85.2,2000,2,2,2,1,0,1,1,219,66,29930
39.8,1990,1,1,1,1,0,1,0,5000,11,59045
339.98,2005,3,2,2,2,0,1,0,977,25,132331
90.58,2003,2,2,1,2,0,1,1,945,116,59616
88,2007,2,2,2,2,0,1,0,5000,62,53409
149,2006,3,2,1,1,0,1,1,142,13,110738
88,1996,3,1,1,2,0,1,1,195,31,51818
97,2003,2,2,2,2,0,1,1,5000,75,55155
56.7,2005,1,1,2,1,0,1,1,387,41,59965
82.7,2009,2,2,3,2,0,1,0,5000,33,31439
105,2007,3,2,3,2,0,1,1,5000,77,25524
34,1998,1,1,2,1,0,1,0,349,42,51471
151.69,2016,3,2,2,5,0,1,1,790,122,113323
121.56,2005,3,2,1,2,0,0,1,5000,94,59065
67.1,1992,2,1,3,2,0,0,0,210,6,67064
167.16,2003,3,2,2,1,1,0,0,383,104,142379
101.19,1998,2,2,2,1,1,0,0,638,43,24607
52,1990,2,1,2,2,0,1,1,851,44,49038
131,2000,3,2,3,2,0,0,1,353,143,99237
122,2013,3,2,2,2,0,1,1,316,85,38361
99.6,2015,3,2,2,2,0,1,0,5000,81,33133
77.45,2014,2,1,1,2,0,1,0,5000,33,26081
73,2006,2,1,1,2,0,1,1,5000,61,31644
89.5,2014,3,2,1,1,0,1,1,5000,70,33631
125,2001,3,2,3,1,0,1,0,998,19,27040
128,2005,3,2,3,2,0,1,1,921,41,65234
86.76,2003,2,2,1,2,0,1,1,780,75,51867
52.08,1989,2,1,3,1,0,1,1,5000,94,80645
56,2007,1,2,1,1,0,1,0,5000,33,30000
116.67,2008,2,2,2,2,0,0,1,634,42,102854
237.13,2002,3,2,3,3,0,1,0,995,25,84300
46,1988,2,1,3,2,0,1,0,553,143,119565
35.9,1994,1,1,2,1,0,1,1,1108,99,44568
84.3,1998,3,2,2,1,0,0,1,5000,162,22539
73.7,2002,2,2,3,1,0,1,0,5000,52,42741
38.2,1993,1,1,1,2,0,1,0,868,27,51832
73,2007,2,1,3,2,0,1,1,5000,33,37671
94.96,1991,3,1,1,1,0,0,0,764,71,58446
65.15,1998,2,1,2,2,0,0,0,140,26,56025
91.05,2001,2,2,2,1,0,1,1,745,103,54915
74.6,2014,3,2,3,2,0,1,1,5000,61,32172
74.8,1999,2,2,2,2,0,1,1,481,54,47460
81.69,2010,2,1,3,1,0,1,0,5000,9,42845
71.09,1996,2,1,3,1,0,1,1,454,99,43607
83,2008,2,1,3,1,0,0,1,985,72,40964
51.77,1994,2,1,2,1,1,0,1,954,116,61039
75,2007,2,2,2,2,0,0,0,5000,67,51333
150.99,2007,3,2,2,1,0,0,1,871,104,122525
89.9,2009,3,2,3,2,0,0,0,518,113,51502
101,2004,2,2,2,1,0,1,0,319,21,58416
80,2000,2,2,1,2,1,0,0,536,112,35625
83.69,2011,2,1,2,2,0,1,1,236,40,90811
55,2012,1,1,2,8,1,0,0,5000,22,29091
84,2004,2,2,2,2,0,1,1,5000,49,43452
71.94,2005,2,1,2,8,0,1,0,330,131,108424
227,2008,4,2,3,2,1,0,1,588,79,116740
139.7,2008,3,2,2,1,0,1,1,5000,63,57266
40.2,1989,1,1,2,2,1,0,1,465,134,74627
42.69,2001,1,1,2,2,0,1,0,741,100,65589
77.83,2008,2,2,3,1,0,1,1,5000,112,26853
62.72,2011,2,1,2,1,0,1,1,5000,1,47832
88,2010,2,2,1,1,0,1,0,5000,9,49432
38.61,1985,1,1,3,1,0,0,0,637,131,68635
50.32,1986,2,1,3,1,0,1,0,71,11,63593
80.2,2014,2,2,3,2,1,0,0,5000,33,24938
67.34,1993,2,1,2,1,0,1,0,467,104,68310
100,2005,2,2,2,2,0,1,1,589,63,60000
58.19,1995,2,0,2,1,0,1,1,5000,103,42103
159.63,2003,3,2,3,1,0,1,0,463,6,62645
127.62,2001,3,2,2,1,1,0,1,5000,34,33694
81.69,2010,2,1,3,1,0,1,0,5000,9,42845
55,1996,2,1,2,2,0,1,1,5000,154,41818
146.4,2015,3,2,2,1,1,0,0,859,89,92555
314.8,2012,4,3,3,2,0,1,1,790,122,158767
89.02,2011,2,2,2,2,0,0,0,5000,29,22242
60.67,1979,2,1,3,1,0,1,0,915,2,47800
72.15,1999,2,1,2,1,0,1,0,1072,41,55440
77,1996,2,2,3,2,0,1,1,5000,23,21818
90,2010,2,2,1,1,0,1,0,5000,58,14444
101.01,2005,2,2,1,2,1,0,0,922,41,60390
212.7,2006,4,2,3,1,0,1,1,382,89,87447
70.2,2012,2,1,3,2,0,1,0,876,32,40171
105.8,2009,3,2,1,1,0,1,0,5000,36,47732
67,2015,1,1,2,2,1,0,0,5000,64,13134
67.8,2004,1,2,3,1,0,0,1,292,28,89970
127.6,2013,3,2,2,8,0,1,1,5000,49,39969
82.42,2014,3,1,1,1,1,0,1,59,77,28512
89,2007,2,2,2,8,0,1,1,5000,34,34831
38,1987,1,1,3,1,0,1,1,640,11,89474
59.7,1990,2,2,2,1,0,1,0,569,26,38526
142.89,2010,3,2,2,2,0,1,1,462,17,76282
99,2000,3,1,2,2,0,1,0,559,43,22222
51.8,2008,1,1,3,1,0,1,0,5000,61,39575
97,2000,3,1,2,1,0,1,0,5000,10,27320
73.7,1996,2,1,3,1,0,1,1,5000,12,32564
58.4,2007,1,1,1,1,0,0,0,5000,67,45377
274,2011,4,2,1,2,1,0,0,5000,52,54745
189,2014,3,2,2,2,1,0,1,770,55,106878
120,2008,3,2,3,2,1,0,1,5000,39,29167
41,1998,1,1,2,1,0,1,0,892,71,43902
79.7,2015,2,1,3,1,1,0,1,5000,19,21330
137.45,2011,3,2,3,1,0,1,0,5000,5,69116
80.57,2006,2,2,3,2,0,1,1,597,33,44682
143.09,2005,3,2,1,1,0,1,0,512,34,59753
170,2005,3,2,2,2,0,0,1,713,104,75294
79,1992,3,1,2,2,0,1,1,5000,10,18861
78.85,2012,2,2,3,1,0,1,0,5000,33,31072
93.3,2011,2,2,2,2,0,1,0,5000,85,42497
305,2011,4,2,2,2,0,1,0,5000,52,54098
56.82,2008,1,1,3,2,1,0,1,1183,85,42239
38.39,1996,1,1,1,1,0,1,0,5000,51,91170
119.8,2014,3,2,2,2,0,1,0,5000,36,40808
100,2007,2,2,2,2,0,1,0,5000,39,23500
70,2013,2,1,1,1,0,1,0,5000,132,42571
48.92,2016,1,1,1,2,1,0,0,5000,58,18111
130.23,2008,2,2,3,1,0,1,1,232,13,161253
87.75,2012,2,2,2,2,0,1,0,5000,33,32251
47.41,1997,1,1,1,1,0,0,1,5000,127,64332
47,1994,1,1,3,1,1,0,1,918,99,40000
66.7,1995,2,2,3,1,0,0,1,1155,34,49475
75.7,2012,2,2,2,2,0,1,0,5000,112,40951
110,2004,2,2,2,1,0,1,0,927,78,59818
81,1989,3,1,3,1,0,1,1,5000,10,19136
89.35,2001,2,2,3,1,0,1,1,604,42,63794
89.25,2008,3,2,3,2,1,0,1,5000,151,15574
121.4,2006,3,2,3,2,0,1,0,5000,33,34596
89,2014,2,2,3,1,0,1,0,5000,81,39326
95.1,2015,2,2,3,1,0,1,0,182,60,35752
207,2004,4,2,1,1,0,1,1,1086,79,86908
77,2011,2,1,3,1,0,1,0,5000,33,27922
77.1,2013,2,2,3,2,0,1,0,5000,33,30480
83.69,2006,2,2,2,2,0,1,0,5000,52,41224
72,2006,2,1,2,2,1,0,1,1101,70,27500
134.89,2008,2,2,1,1,0,0,1,232,13,144933
140,2015,4,2,3,2,0,1,0,508,40,77143
77.6,2004,2,2,2,2,0,1,1,960,26,43170
225.04,2008,4,2,3,1,1,0,1,790,122,128866
67.7,2014,2,1,2,1,1,0,0,925,22,23634
96.7,1995,2,1,3,1,0,1,1,488,4,54602
100,1998,3,2,2,1,0,1,0,5000,91,50000
78,2005,2,2,2,2,0,1,1,1165,102,39103
96.87,2005,2,1,1,2,0,1,1,475,31,78456
68.09,1990,2,1,3,1,0,1,1,406,11,78572
66,1999,2,1,3,2,0,1,1,5000,19,28485
75,2012,2,2,3,1,0,1,0,5000,33,26000
90,2008,2,2,2,1,1,0,1,5000,68,13556
128,2007,2,2,2,7,0,1,1,232,13,148438
76.78,2005,2,2,1,1,0,0,0,536,52,37900
200.44,2000,4,2,3,1,0,0,1,790,122,129715
77,2014,2,2,2,2,0,1,0,528,70,28571
90,2016,3,2,2,2,0,0,0,5000,112,30889
82,2008,2,2,2,2,0,1,1,5000,61,29085
77.4,1994,2,1,2,1,0,0,0,793,127,46770
42,1996,1,1,1,1,1,0,1,454,99,42381
51.4,1989,2,1,3,1,0,1,1,321,44,48638
89.58,2012,2,2,1,5,0,0,1,5000,80,61398
71.16,1995,2,1,3,1,0,0,1,525,122,55509
77.4,2014,2,2,2,1,1,0,0,5000,57,38501
59.52,1998,2,1,3,1,0,1,1,477,24,48387
51.59,2002,1,1,3,1,0,1,1,272,106,96918
97.6,2002,2,2,1,1,0,1,0,344,117,56865
38.09,1989,1,1,2,1,0,1,1,152,54,45419
90.26,2003,2,2,1,1,0,1,1,5000,37,64259
120,2006,3,2,1,1,1,0,1,5000,39,27083
87.77,1996,2,2,3,1,0,1,1,5000,37,55258
80,2008,2,2,1,2,0,1,1,5000,151,14375
272,2000,4,1,2,1,1,0,0,5000,84,120588
65.42,2009,1,1,2,1,1,0,1,1198,112,41272
78,2008,2,1,2,1,0,1,0,5000,81,27564
78,1995,2,1,2,1,0,1,1,327,44,44872
74,1994,3,1,2,1,0,1,0,5000,29,18243
340,2009,4,2,2,1,1,0,0,694,25,161765
133.4,2010,3,2,2,1,0,1,1,760,154,46477
75,2014,2,2,3,1,0,1,0,5000,33,26000
62,2007,1,2,2,1,0,1,1,722,54,54839
133.6,2016,3,2,2,2,1,0,1,5000,138,24693
132.5,2005,3,2,1,2,0,1,1,446,34,48302
189.4,2005,4,2,2,2,0,1,1,440,89,97677
178,2006,4,2,2,2,0,1,1,705,168,129213
306,2010,4,2,2,2,0,0,0,349,146,187092
100.93,1995,3,2,3,2,0,1,1,237,89,67076
87,2008,2,2,2,2,1,0,1,5000,39,22989
137.58,2011,4,2,2,2,0,1,0,5000,59,45428
98.56,2005,2,2,2,2,0,1,0,5000,5,56615
81.7,2006,2,2,3,1,0,1,0,263,10,35496
86,1996,3,1,3,1,0,1,1,5000,23,21512
67,1996,2,1,1,2,0,1,1,5000,34,44776
95,2016,3,2,2,1,1,0,0,5000,81,36842
92,2012,2,2,2,2,0,1,0,1067,23,28261
91,2008,2,2,2,2,0,1,1,5000,18,23626
87.78,1997,3,1,3,1,0,1,0,1017,112,39303
266,2002,3,2,1,1,1,0,0,783,25,142857
92,2005,2,2,3,1,0,0,1,5000,10,30435
137,2017,3,2,1,1,1,0,0,577,10,31533
88.82,2008,2,2,2,1,0,1,0,5000,59,41432
114.5,2008,2,2,2,2,0,0,1,142,13,111790
72.39,2005,2,1,2,1,0,1,1,272,126,62163
123,2000,3,2,2,2,0,1,1,376,30,66667
71,1993,2,1,1,1,0,0,1,5000,71,49296
48,2014,1,2,2,2,0,1,1,5000,3,12917
98,2014,3,1,1,2,1,0,1,5000,33,30102
90.43,2015,3,2,3,1,1,0,1,5000,112,49209
117.8,2000,3,2,1,2,0,1,0,954,135,43294
86.8,2000,2,2,2,2,0,1,0,5000,52,37558
69.28,1996,2,1,3,2,0,1,1,1075,23,26703
34.18,1994,1,1,3,1,0,0,1,627,104,113517
171,2017,3,2,1,1,1,0,0,388,106,125731
49.6,1988,2,1,2,1,0,1,1,321,44,47379
50.5,1929,1,0,2,1,0,1,0,571,93,118416
100.62,2012,3,2,2,1,0,1,0,5000,112,39257
53.88,2001,2,1,2,7,0,1,0,510,84,85375
53.55,1998,1,1,2,1,0,1,0,929,31,48179
41,1993,1,1,1,1,0,0,1,310,84,102439
118.9,2004,2,2,2,1,0,1,0,306,142,74012
135,1999,3,2,2,2,0,1,1,1024,103,48148
52.9,1996,2,1,2,2,0,1,0,398,11,42533
65.72,1997,2,1,3,1,0,1,1,876,120,47931
63,1990,2,1,1,1,0,1,0,1100,135,46032
88,2005,2,2,3,1,0,1,1,5000,23,22727
202,2000,4,2,2,2,1,0,0,531,82,84158
131,2009,3,2,3,2,0,1,1,708,85,50000
65.1,1996,2,1,1,2,0,1,1,828,34,44240
138.9,2003,3,2,1,1,0,1,1,148,86,79194
59.22,2010,1,2,3,1,0,1,0,813,61,35123
57.9,1994,2,1,3,2,0,1,1,1025,99,40587
82.3,2005,2,2,1,1,1,0,1,307,54,43135
129.79,2010,3,2,1,2,0,0,1,5000,9,32745
114,2000,3,2,1,2,0,1,0,344,117,59649
89,2005,3,2,1,1,0,1,1,805,81,25843
100,2004,4,2,3,2,0,1,1,5000,55,80000
99.38,2007,3,3,2,2,0,1,0,1150,67,53331
56.41,2005,1,1,2,1,0,1,1,753,117,77114
89,2012,3,2,2,2,0,1,1,5000,39,33708
96.33,2016,3,2,2,1,1,0,0,556,22,37891
61,2015,1,1,2,2,0,1,1,5000,12,32787
135.43,2012,2,2,3,3,1,0,0,978,25,125526
33.5,1994,1,0,3,1,0,0,0,5000,124,53433
131.29,2008,2,2,3,1,0,0,0,5000,123,36179
77.92,2014,2,1,3,1,0,1,0,5000,43,25026
97.27,2004,2,2,2,1,0,1,1,5000,53,71965
137.94,2008,3,2,1,2,0,1,0,285,51,92794
103,2013,3,2,3,2,0,1,0,447,23,33981
70,1996,2,1,3,3,0,1,1,618,98,56571
130,2011,3,2,3,1,0,0,0,5000,29,24231
75.03,2010,2,2,2,1,0,1,0,813,61,35986
170,2008,3,2,2,1,0,0,0,5000,123,37059
89,2012,2,2,3,2,0,1,1,5000,23,39551
40.5,1994,1,1,2,1,0,1,0,518,105,81481
48.34,2004,1,1,1,1,0,1,1,5000,65,48614
39,1985,1,1,1,1,1,0,0,427,25,94359
65.4,1994,3,1,2,1,0,0,1,5000,19,29358
60,1994,2,1,1,1,0,1,1,5000,115,41667
46,1997,1,1,2,1,0,1,1,5000,52,38043
177.09,2000,4,2,1,2,1,0,0,5000,128,33881
128.16,2005,3,2,3,2,0,1,1,5000,61,35502
91.42,1989,3,1,1,2,0,0,1,641,37,57974
89,2015,2,2,3,1,1,0,0,5000,45,67416
75,2014,2,1,3,1,1,0,0,5000,33,24667
45.47,1995,1,1,3,1,0,1,0,1180,16,26391
85.88,2010,2,2,2,1,0,1,1,492,115,54728
103,2016,3,2,2,2,1,0,1,910,85,41553
60,2008,2,2,2,1,0,1,1,5000,66,29167
143.39,1999,4,2,3,1,0,0,1,1032,127,58581
278.9,2002,4,2,3,3,0,1,0,995,25,90714
85.9,2006,2,2,2,2,1,0,1,538,33,39814
119.9,1980,2,2,2,2,0,1,0,424,31,50125
93.1,2011,2,2,3,1,0,1,1,601,44,55854
113.3,2009,3,2,1,2,0,1,1,863,49,41659
113.3,2003,2,2,1,1,0,1,1,1153,89,68844
30,2013,1,1,3,2,0,1,1,247,60,30000
69,2000,2,1,3,2,0,1,1,843,122,48551
129.27,2002,3,2,2,1,0,1,0,286,34,50282
60,2009,1,1,3,1,0,1,0,5000,45,48000
134,2003,3,2,3,2,0,1,1,5000,53,76119
176.76,2007,4,3,2,2,0,1,0,1150,67,48088
141.72,1998,3,2,3,2,0,0,0,513,131,69856
160,2008,3,2,3,1,0,1,1,325,86,84375
56,1996,2,1,1,1,0,1,0,1025,113,45714
129,2014,2,2,2,2,1,0,0,619,82,81395
94.65,2010,2,2,3,2,0,1,1,5000,58,14855
109.2,2007,3,2,2,1,0,1,1,5000,65,61355
49,2000,1,1,2,1,1,0,1,995,95,38776
111.75,1997,2,2,2,1,0,1,0,618,131,62640
36.36,1984,1,1,2,1,0,1,1,394,104,128713
503,2006,8,2,1,3,1,0,1,762,79,109344
136.65,2014,2,2,1,1,0,1,0,849,104,106110
70.1,2012,2,2,2,2,0,1,1,956,12,39230
120,2000,3,2,3,1,0,1,1,538,96,18333
74.9,2014,2,1,1,1,1,0,0,5000,33,25367
114.43,2008,3,2,2,2,0,1,1,5000,36,41947
120.4,2005,3,2,1,2,0,1,1,5000,95,28654
113,2015,3,2,2,2,0,1,0,1120,96,32301
260.39,2010,3,2,2,3,0,1,0,995,25,99850
84.06,2013,2,2,3,1,0,1,0,5000,33,30335
100.02,1998,2,1,1,1,0,1,0,817,113,48990
92,2008,2,2,2,2,0,1,1,762,54,52174
122,2010,2,2,3,2,0,1,0,619,41,73852
150,2011,3,2,2,2,0,1,0,5000,68,23333
195,2002,3,2,1,2,1,0,0,783,25,117436
57.9,2010,1,2,2,2,0,1,0,5000,45,34542
264,2002,3,2,3,1,1,0,0,783,25,102273
99.69,1999,2,1,3,1,1,0,0,870,125,57980
54.53,1988,2,1,2,1,0,1,1,5000,34,67853
210.56,2004,3,2,1,1,1,0,0,977,25,118731
88,2002,2,1,3,2,0,1,1,5000,5,54545
76,2011,2,2,1,2,0,1,0,5000,33,30000
111.28,1999,2,2,2,1,0,0,0,582,121,83124
90.15,2011,2,2,2,1,0,1,0,438,46,87077
64,2009,2,2,2,2,0,0,1,654,101,37344
93.31,2007,2,2,2,1,0,0,1,5000,5,66445
175,2011,3,2,1,2,0,1,0,496,86,91429
52.11,1985,2,1,3,1,0,1,0,992,11,54692
49,1986,2,1,3,2,0,0,0,175,48,64286
116.6,2014,3,2,3,2,1,0,0,5000,33,28302
74,1989,2,1,2,1,0,1,1,5000,10,20270
140,2001,2,2,3,2,0,1,0,258,89,60357
61.3,1996,2,1,2,1,0,1,1,269,75,47308
114.33,1994,3,2,1,2,0,1,1,965,21,60002
81.45,2006,3,2,1,1,0,1,0,968,22,39288
99.07,2006,3,2,3,2,0,1,1,908,33,46432
71.99,2008,2,2,2,2,0,1,0,5000,33,29865
73,2006,2,1,2,2,1,0,1,5000,95,35616
39.59,1990,1,1,2,1,0,1,0,809,27,59358
67,2014,2,1,1,1,1,0,0,5000,22,23881
64,1997,2,1,3,1,0,1,1,474,62,43750
57.3,2015,1,1,2,1,1,0,0,616,85,34555
60,2014,2,2,2,2,0,1,0,1032,98,58333
46.37,1995,1,1,3,1,0,0,1,775,42,47444
54.7,2008,2,1,1,1,0,1,0,5000,33,29250
65,2015,2,2,1,2,0,1,1,5000,3,13077
131,2007,3,2,2,1,0,1,1,5000,34,31832
80,2014,2,2,2,1,0,1,0,838,30,55625
434,2005,4,2,2,3,0,1,0,492,25,207373
90,1999,2,2,1,2,0,1,1,481,54,43222
170.16,1996,4,2,3,1,0,1,1,5000,8,85214
97.7,2013,3,2,3,2,0,1,0,5000,33,29171
128,2005,3,2,3,2,0,1,1,921,41,65234
94.4,2004,2,2,1,1,0,1,1,5000,5,60381
60.84,1999,2,1,1,1,0,0,0,745,113,62459
85,1996,2,2,1,1,0,1,1,209,75,49412
454,2006,5,3,3,2,0,1,1,382,13,158590
83,2010,2,2,3,1,0,1,1,5000,39,31325
71,1993,2,1,2,1,0,1,0,878,112,35352
84,2009,2,2,3,2,0,1,1,5000,39,25000
129,2013,3,2,2,1,0,0,0,5000,62,58760
98.24,2000,2,2,2,2,0,1,0,1074,53,73290
55.6,2014,1,1,3,1,0,1,0,5000,33,30216
66.02,2011,1,2,2,2,0,0,0,783,148,127234
125,2011,3,2,1,2,1,0,0,464,110,86400
135.1,2009,3,2,2,2,0,1,1,654,101,37010
97,2016,2,2,2,2,0,1,0,5000,36,39278
96,2005,2,2,3,1,0,1,1,5000,41,67708
90,2015,3,2,2,1,0,1,0,5000,10,23333
266.4,2005,3,2,3,2,1,0,0,783,25,150150
57.3,1990,2,1,3,1,0,0,0,446,17,61082
61.52,1994,2,1,2,1,0,0,1,5000,145,51691
78,2008,2,2,3,2,0,1,0,646,59,36538
150,2018,4,2,1,1,0,0,0,391,32,46533
42.47,1996,1,1,1,5,0,1,0,802,131,68283
114,2015,2,2,3,2,0,1,0,839,91,89474
76,2005,2,1,3,1,0,0,1,975,31,59211
126,2004,3,2,2,1,0,1,1,513,8,91270
41.1,1998,1,1,3,2,0,1,1,358,54,43796
81.6,2016,2,2,3,2,0,1,0,1148,36,30392
122,2000,2,2,3,2,1,0,1,298,89,73770
82,2010,2,2,3,1,0,1,1,5000,167,19268
95.97,2002,2,2,3,1,0,0,1,5000,5,60748
202,2002,3,2,3,1,1,0,1,372,13,147525
62,2006,2,1,2,2,0,1,0,424,31,50968
147.54,2007,3,2,1,1,1,0,1,286,144,52528
88.5,1999,2,2,2,1,0,1,1,634,44,50847
57,2013,1,1,3,1,0,1,0,528,70,28070
88.8,2009,3,2,3,2,0,1,0,5000,12,38288
53.57,2014,1,1,3,1,0,1,0,5000,22,29494
89,2013,2,2,1,1,1,0,1,5000,29,16854
89.1,2002,2,2,1,1,0,1,1,503,116,74972
125,2001,3,2,2,2,0,1,1,381,6,60800
136.31,2002,3,2,3,1,0,0,1,5000,5,60524
88.9,2017,2,2,3,2,1,0,1,1175,85,42745
106,2001,2,2,3,1,0,1,1,381,6,70755
97,2003,2,2,3,1,0,1,1,374,54,56701
99,2015,3,1,1,2,0,1,1,5000,51,56768
35.06,1983,1,1,1,1,0,0,0,501,21,55619
93.82,2006,2,2,2,2,0,0,0,647,117,82072
54.34,1998,1,1,2,3,0,1,1,925,24,64961
164.74,1996,4,2,3,1,0,1,1,977,120,50079
65.37,1995,2,1,1,2,1,0,1,787,24,44363
81.1,1995,2,2,1,2,0,1,1,948,89,56720
105,2014,2,2,1,2,0,1,0,5000,61,38095
74.91,2014,2,1,1,1,0,1,0,5000,33,25364
89.98,2008,2,1,3,2,1,0,1,5000,151,15003
73,2009,2,2,3,2,0,1,0,5000,36,33562
57.1,2005,1,2,1,1,0,1,1,701,28,109982
283.93,2012,4,2,2,8,1,0,0,978,25,165499
10,2013,3,2,1,2,0,1,0,950,56,61000
34.61,1991,1,1,2,2,0,1,0,171,11,99682
125.97,1997,3,2,2,1,1,0,1,265,110,75415
74,2014,1,2,2,2,1,0,1,5000,20,24324
89,2004,2,2,3,2,0,1,1,5000,49,43258
105,2004,3,2,1,2,0,1,0,679,85,40952
64.5,2001,3,1,3,7,0,1,0,427,25,82171
65,1999,2,1,3,2,0,1,0,236,106,99000
86.6,2009,2,2,1,2,0,1,1,5000,39,26559
54.66,1981,2,1,1,1,0,0,0,533,131,75924
130,1990,3,2,3,5,0,0,1,5000,61,36923
130.6,2000,3,2,2,1,1,0,1,5000,39,26799
89,2011,2,2,2,2,1,0,0,5000,29,29213
77,2014,2,1,1,2,0,1,0,5000,33,25584
114.6,2009,3,2,3,1,0,1,1,5000,61,38220
82.4,1998,2,2,1,1,0,0,1,81,120,44903
62.4,1995,2,1,2,1,0,1,1,671,126,71635
62,2005,1,1,2,2,0,1,0,653,85,36774
113.45,2003,3,2,2,1,0,0,0,5000,71,53768
69.73,1997,2,2,1,2,0,1,1,1075,23,25814
128,1996,3,2,2,2,0,1,0,311,69,46875
80.7,2014,2,1,2,1,1,0,0,5000,33,25155
71,2013,2,2,2,2,1,0,0,980,32,33803
39.21,1987,1,1,2,1,0,0,0,402,100,76511
146.89,2003,3,2,2,1,0,1,1,1055,24,42549
181,2003,3,2,1,2,0,1,1,440,89,74309
60.05,1993,2,1,3,1,0,0,1,5000,8,59784
83,2004,2,2,2,3,0,1,1,619,28,78313
35,1995,1,1,3,1,0,1,1,321,44,48571
78,2006,2,2,3,1,0,1,0,5000,54,45513
65,1997,2,1,1,1,0,1,1,1075,23,26154
63,2012,2,2,1,2,1,0,1,5000,3,13492
67.92,2015,2,1,2,2,1,0,0,5000,33,25766
51.13,1994,1,1,2,3,0,1,1,1002,42,52807
93.5,2004,2,2,1,1,0,1,1,5000,34,54011
130,2014,3,3,2,2,0,1,1,5000,61,37606
48.9,1991,2,1,3,1,0,0,1,384,2,57260
127.82,2007,3,2,1,2,0,1,0,333,40,70412
60,2014,2,1,2,1,0,0,1,5000,80,64667
110,2003,3,2,3,1,0,1,1,5000,19,23636
50,1997,2,2,3,1,0,1,1,172,44,44000
182.46,2006,3,2,1,1,1,0,1,439,13,131536
59.7,2005,2,2,3,2,0,0,1,5000,76,31826
93.7,2003,2,2,2,2,0,0,0,5000,85,41089
78,2015,2,2,2,2,0,1,0,5000,61,25641
65,2008,1,2,3,2,0,1,1,1152,102,40923
44.73,1994,1,1,3,1,0,1,1,971,145,44713
58,1998,2,1,2,1,0,1,0,5000,59,34483
29.6,1999,1,1,2,1,0,1,1,307,44,50000
91,2015,2,2,3,2,0,1,1,5000,12,34066
76,2013,2,2,2,1,0,1,0,5000,33,30263
61.01,1993,2,1,3,1,0,1,1,878,112,35404
111.14,2006,3,2,3,1,0,1,1,214,14,62984
92,1999,2,2,2,2,1,0,0,431,98,51630
92.86,2004,2,2,2,1,0,0,1,609,19,27461
82,2006,2,2,1,1,0,1,0,5000,102,37195
320.65,2009,4,2,3,4,0,1,0,694,25,230251
115.15,2002,3,2,2,2,1,0,0,214,51,74685
90.88,2016,3,2,1,2,0,1,1,5000,61,52267
83.2,2017,2,2,1,2,1,0,1,993,55,86538
88.9,2017,2,2,1,2,1,0,0,5000,36,43870
143,2002,3,2,3,2,0,1,1,5000,51,70629
89,2000,3,1,1,1,0,1,1,5000,162,23820
86.3,2012,2,2,3,2,0,1,1,5000,1,44612
28,1989,1,1,3,2,0,1,1,368,109,31429
52.8,2008,1,1,2,2,1,0,1,5000,39,21780
49.81,1995,1,1,3,1,0,1,1,1114,41,47179
98,1996,3,2,1,2,0,1,1,5000,66,26939
56.6,1990,2,1,3,1,0,0,1,5000,76,25795
368,2006,5,3,3,2,1,0,1,762,79,114130
102.5,2003,3,2,2,1,0,1,1,810,24,48780
97.7,2003,2,2,2,2,0,1,1,5000,115,41146
32,2012,1,2,3,2,0,1,1,5000,128,27812
78.6,2000,2,1,2,2,0,1,0,1014,9,33461
103.12,2014,2,2,2,1,0,0,1,216,86,85144
